,path,folder,data
267,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,2871052.jpg
268,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,2873571.jpg
269,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,2980779.jpg
270,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3004029.jpg
271,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,307738.jpg
272,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3081701.jpg
273,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3107839.jpg
274,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3251688.jpg
275,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3353428.jpg
276,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3360207.jpg
277,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3360232.jpg
278,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3426958.jpg
279,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3579071.jpg
280,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,3737197.jpg
281,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,377047.jpg
282,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,385154.jpg
283,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,390178.jpg
284,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,424994.jpg
285,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,497686.jpg
286,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,542188.jpg
287,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,686426.jpg
288,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,700405.jpg
289,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,710379.jpg
290,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,748830.jpg
291,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,765684.jpg
292,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,773725.jpg
293,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,794647.jpg
294,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,821108.jpg
295,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,840444.jpg
296,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,843815.jpg
297,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,855721.jpg
298,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,929471.jpg
299,D:\mreza\TestProjects\Python\DL\ViT\Data\pizza_sushi_steak\train,sushi,93139.jpg
